,0
14268,plafond                                            Score: 0.10951155032212925
14269,verwaarlozen                                       Score: 0.10950439614538901
14270,ore                                                Score: 0.10948509771041691
14271,gebruike                                           Score: 0.10943819703468344
14272,kjj                                                Score: 0.10940747560692796
14273,geschenken                                         Score: 0.10939907416818155
14274,hoeften                                            Score: 0.1093979971910441
14275,verchroomd                                         Score: 0.10939008880803322
14276,kontante                                           Score: 0.10938705304084644
14277,indrukken                                          Score: 0.10937473862995632
14278,herkennen                                          Score: 0.10936356577694982
14279,geschakel                                          Score: 0.10935636087169771
14280,begroting                                          Score: 0.10935196131762152
14281,achterwaarts                                       Score: 0.10935031930066164
14282,straatbeeld                                        Score: 0.10934124579067667
14283,tours                                              Score: 0.10933629824500696
14284,iiai                                               Score: 0.10931629367168454
14285,versterkende                                       Score: 0.10930167988560449
14286,bub                                                Score: 0.10929084236956339
14287,sluitingsdatum                                     Score: 0.10927450555136388
14288,bbbe                                               Score: 0.10926294311273001
14289,exc                                                Score: 0.10922337862250948
14290,omvijf                                             Score: 0.1092223552100397
14291,voorlichting                                       Score: 0.10921870790772321
14292,luchtcirculatiesysteem                             Score: 0.10919363307242223
14293,khb                                                Score: 0.10918511104296375
14294,krenterig                                          Score: 0.10916944951889453
14295,volkskrantlezers                                   Score: 0.10916238988897412
14296,figuurlijk                                         Score: 0.1091592849385104
14297,literinjektiemotor                                 Score: 0.1091491465506228
14298,krl                                                Score: 0.10914739903652702
14299,mmjm                                               Score: 0.10909778374450638
14300,tmf                                                Score: 0.10909460358182009
14301,thh                                                Score: 0.10906513684119064
14302,ahoy                                               Score: 0.10905903692514654
14303,troost                                             Score: 0.10905118302230574
14304,gepland                                            Score: 0.10904891959636583
14305,fiii                                               Score: 0.10903742635221621
14306,uln                                                Score: 0.10902794216160913
14307,cocagne                                            Score: 0.10899236223104544
14308,veran                                              Score: 0.10898040422959285
14309,interieurbekleding                                 Score: 0.10897970055045567
14310,lod                                                Score: 0.10897840147398354
14311,intrappen                                          Score: 0.10897635408728003
14312,doordouwer                                         Score: 0.10897511215728944
14313,besneeuwde                                         Score: 0.10897426807306984
14314,president                                          Score: 0.10895212892175794
14315,grijpt                                             Score: 0.10894204752762256
14316,zwitserland                                        Score: 0.10894068251954506
14317,lmk                                                Score: 0.10893851335289702
14318,vclll                                              Score: 0.10889933702001514
14319,wssm                                               Score: 0.10887052856245293
14320,nicolaas                                           Score: 0.10883748144841121
14321,vrachtjes                                          Score: 0.10880289160257557
14322,ilc                                                Score: 0.10879859662471592
14323,bedrog                                             Score: 0.10879806649239374
14324,esj                                                Score: 0.10877034322409489
14325,whf                                                Score: 0.1087648136760203
14326,gedraaid                                           Score: 0.1087548920291733
14327,aankleden                                          Score: 0.10874762001308252
14328,stuuroverbrenging                                  Score: 0.10873160152977128
14329,prominente                                         Score: 0.10872097615310691
14330,ondefinieer                                        Score: 0.10871541654001063
14331,hoofdingang                                        Score: 0.10870404775996972
14332,hoogstwaarschijnlijk                               Score: 0.10869759787724084
14333,direc                                              Score: 0.10869354733473628
14334,aveen                                              Score: 0.10867980062757299
14335,sos                                                Score: 0.10866797650743103
14336,goedkeurende                                       Score: 0.10866376183844148
14337,ivil                                               Score: 0.10866269284847302
14338,verschijningen                                     Score: 0.10865621628791436
14339,voudige                                            Score: 0.1086499963327329
14340,daardmodel                                         Score: 0.10864141203136853
14341,sindsdien                                          Score: 0.10863827883609709
14342,bvv                                                Score: 0.10861807965383943
14343,kni                                                Score: 0.10859157887085504
14344,trekkelijk                                         Score: 0.10855096907068948
14345,lep                                                Score: 0.1085473599284531
14346,sportlogos                                         Score: 0.10854644084699988
14347,lengterichting                                     Score: 0.10852309930242221
14348,milleklasse                                        Score: 0.1085127991237032
14349,hhfl                                               Score: 0.1085015444639486
14350,wwy                                                Score: 0.10850129430524591
14351,ouderwets                                          Score: 0.10849669063620393
14352,fol                                                Score: 0.10846918823275102
14353,sai                                                Score: 0.10843921941341618
14354,scharnerweg                                        Score: 0.10843580388208691
14355,voile                                              Score: 0.10843386642193388
14356,mwmi                                               Score: 0.10843274550645866
14357,fordson                                            Score: 0.10842498226873873
14358,lausberg                                           Score: 0.10840812393076141
14359,handinhand                                         Score: 0.10839976803106531
14360,dubbelvoordeel                                     Score: 0.10838610825937868
14361,nar                                                Score: 0.10836850729055858
14362,nele                                               Score: 0.10836579977504593
14363,dio                                                Score: 0.10834533120165075
14364,tsb                                                Score: 0.10833025176659311
14365,amine                                              Score: 0.10832088825237414
14366,tmmw                                               Score: 0.1083177510535215
14367,fotowedstrijd                                      Score: 0.10830541386502733
14368,spraak                                             Score: 0.10830538152511762
14369,nji                                                Score: 0.10830509356031114
14370,ontwerper                                          Score: 0.10830420563420443
14371,uitgebrei                                          Score: 0.10830406263431412
14372,dafvolvo                                           Score: 0.10829603092778618
14373,afgeschermde                                       Score: 0.10829500942958295
14374,ontkoppeling                                       Score: 0.10829500942958295
14375,mjw                                                Score: 0.10829160405709048
14376,emw                                                Score: 0.10827187241955681
14377,tandheugelbesturing                                Score: 0.10826793589819936
14378,pun                                                Score: 0.10826564781749347
14379,erna                                               Score: 0.10826416369898248
14380,verfraaid                                          Score: 0.10826073638159486
14381,fi                                                 Score: 0.10825128619963797
14382,verboden                                           Score: 0.10823105998457763
14383,dualfunctiondisplay                                Score: 0.10822392193119468
14384,mga                                                Score: 0.10820897363292097
14385,maandtermijn                                       Score: 0.10819971958381468
14386,wtl                                                Score: 0.10818756554733237
14387,map                                                Score: 0.10818736438368587
14388,opend                                              Score: 0.10816890809149199
14389,voerde                                             Score: 0.10815740294184413
14390,schilders                                          Score: 0.10815527875456549
14391,esthetisch                                         Score: 0.10815269424080867
14392,wansem                                             Score: 0.10813000400857176
14393,accountants                                        Score: 0.10811320046524797
14394,saw                                                Score: 0.10810320785419483
14395,hfj                                                Score: 0.10809193446008003
14396,perf                                               Score: 0.10808274328342635
14397,totaalprijs                                        Score: 0.10806765904838321
14398,deo                                                Score: 0.10806199023419441
14399,rondtoeren                                         Score: 0.10804933819078351
14400,fwt                                                Score: 0.10802469168252639
14401,teams                                              Score: 0.10801833574042399
14402,aflopende                                          Score: 0.10800522593349794
14403,pei                                                Score: 0.1079958015003403
14404,trouwd                                             Score: 0.10797861643360328
14405,nauwste                                            Score: 0.10797614305872971
14406,spectaculair                                       Score: 0.10797211457691269
14407,verschenen                                         Score: 0.10795317281751841
14408,hap                                                Score: 0.10795014885281373
14409,elegantie                                          Score: 0.10794744521841017
14410,xci                                                Score: 0.10793069049058443
14411,lijker                                             Score: 0.10793061103999253
14412,tsm                                                Score: 0.1079280828373183
14413,rre                                                Score: 0.10792248292865683
14414,pompend                                            Score: 0.1078986097457461
14415,gaar                                               Score: 0.10789129222070012
14416,corradres                                          Score: 0.10788408411739173
14417,ssbw                                               Score: 0.10785452100869546
14418,hertztarieven                                      Score: 0.10785130168128307
14419,iuj                                                Score: 0.10784957788035265
14420,issi                                               Score: 0.10784748866909699
14421,mmy                                                Score: 0.10781749109020758
14422,iuuu                                               Score: 0.107810494575131
14423,ikw                                                Score: 0.1078011349034508
14424,uiu                                                Score: 0.10773711807771517
14425,energieweg                                         Score: 0.1077296392964503
14426,fjs                                                Score: 0.10772654280436002
14427,ritje                                              Score: 0.10771949097494993
14428,voorbeho                                           Score: 0.10764250138661616
14429,ipfl                                               Score: 0.10763253720160015
14430,beleid                                             Score: 0.10762279293230748
14431,jxl                                                Score: 0.10761123223319208
14432,slant                                              Score: 0.10760417524523123
14433,voordeur                                           Score: 0.10759361069798035
14434,fflr                                               Score: 0.10759359879563571
14435,insturen                                           Score: 0.10759083818354982
14436,beschilderd                                        Score: 0.10757585120284079
14437,schoorstraat                                       Score: 0.10756612711826294
14438,oegstgeest                                         Score: 0.10755124311788852
14439,ffii                                               Score: 0.10753512681117008
14440,ttti                                               Score: 0.1075303150852643
14441,lichtje                                            Score: 0.10752701057955044
14442,medium                                             Score: 0.10750806327628594
14443,levende                                            Score: 0.10749034306472945
14444,borgsom                                            Score: 0.10748658666966805
14445,transformator                                      Score: 0.10746140289794515
14446,lng                                                Score: 0.10743833965675839
14447,talento                                            Score: 0.10743625204422479
14448,ijssel                                             Score: 0.10743497937301764
14449,tmn                                                Score: 0.10742605235524505
14450,verbe                                              Score: 0.1074226698510749
14451,wegoppervlak                                       Score: 0.10742256754389568
14452,bijvoeging                                         Score: 0.10740929291347727
14453,hartog                                             Score: 0.10740596796045514
14454,kippen                                             Score: 0.10739648529747158
14455,merkte                                             Score: 0.10739395011859501
14456,lllb                                               Score: 0.1073881679215391
14457,volstrekte                                         Score: 0.1073491494662922
14458,bats                                               Score: 0.10734005486463141
14459,lmt                                                Score: 0.10733812203384382
14460,crescendo                                          Score: 0.10732767465371552
14461,wtmm                                               Score: 0.10732497486538471
14462,odeurs                                             Score: 0.10731886194291343
14463,nde                                                Score: 0.10729915917283571
14464,leefruimte                                         Score: 0.10728661460118949
14465,mondeos                                            Score: 0.10726950715539732
14466,controlled                                         Score: 0.10726582411994377
14467,uou                                                Score: 0.10725050921155431
14468,verw                                               Score: 0.10724021834055018
14469,rjb                                                Score: 0.10723429970907403
14470,mmmml                                              Score: 0.1072047309099477
14471,verzet                                             Score: 0.10719380747507039
14472,omschrijven                                        Score: 0.10718477069683234
14473,seo                                                Score: 0.10717896350144884
14474,ord                                                Score: 0.10716864225029486
14475,mod                                                Score: 0.10714158481302492
14476,doorgewinterde                                     Score: 0.107139024172157
14477,onstuitbaar                                        Score: 0.10711838408908436
14478,vlissingen                                         Score: 0.10711658741281697
14479,kapaciteiten                                       Score: 0.10710302575226834
14480,frs                                                Score: 0.1070893546292055
14481,rijtuig                                            Score: 0.10706140860130245
14482,rmw                                                Score: 0.10703420911196468
14483,rsv                                                Score: 0.10702802294991459
14484,wks                                                Score: 0.10702286186657822
14485,rijkere                                            Score: 0.10702021820326654
14486,veringskosten                                      Score: 0.1070121229348149
14487,lers                                               Score: 0.10700954305492517
14488,meekrijgen                                         Score: 0.10700166732581706
14489,rush                                               Score: 0.10697452681709045
14490,basismotoren                                       Score: 0.1069739635104942
14491,karakterauto                                       Score: 0.1069739635104942
14492,meelopen                                           Score: 0.1069739635104942
14493,unieks                                             Score: 0.10696551376862033
14494,vle                                                Score: 0.10694344495164303
14495,grofe                                              Score: 0.10693731634983666
14496,caprice                                            Score: 0.10689809756094552
14497,bedden                                             Score: 0.10689767967964064
14498,wow                                                Score: 0.10688974028812293
14499,blije                                              Score: 0.10687022784983917
14500,mgt                                                Score: 0.10683849759227486
14501,opzitten                                           Score: 0.10682243465289865
14502,stuurgemak                                         Score: 0.10681855145453396
14503,compleetste                                        Score: 0.10681234832043551
14504,fki                                                Score: 0.10678754942255901
14505,uitgelezen                                         Score: 0.10678164406823701
14506,kjr                                                Score: 0.10677148805429663
14507,stant                                              Score: 0.1067181652810335
14508,combiuitvoering                                    Score: 0.10671038121678832
14509,gedrukt                                            Score: 0.1066964161312279
14510,jl                                                 Score: 0.10669199642066816
14511,intervalstand                                      Score: 0.10669004998019842
14512,jki                                                Score: 0.10667658768030878
14513,gft                                                Score: 0.10665322630021637
14514,zonderlijk                                         Score: 0.10665319032826467
14515,obam                                               Score: 0.10664667541255571
14516,wereldcomfort                                      Score: 0.10663818705749153
14517,hiel                                               Score: 0.10663141158605914
14518,publiciteit                                        Score: 0.10661878595318451
14519,waarschuwing                                       Score: 0.10661454543878793
14520,dtn                                                Score: 0.10660259758906376
14521,winkler                                            Score: 0.1066001104657881
14522,omn                                                Score: 0.10658101184374394
14523,afmeting                                           Score: 0.10658039542672892
14524,ajm                                                Score: 0.10657929857234794
14525,twijfelt                                           Score: 0.10656633298151659
14526,emm                                                Score: 0.10656075194195287
14527,kwl                                                Score: 0.10654840851887676
14528,bedieningshandels                                  Score: 0.10654786028434629
14529,kwaliteitsautos                                    Score: 0.10653195002559115
14530,courante                                           Score: 0.10652476337763771
14531,bruikbare                                          Score: 0.1065064814988532
14532,meubels                                            Score: 0.10650446816875027
14533,goe                                                Score: 0.10649449393980301
14534,kww                                                Score: 0.10649245119207995
14535,statige                                            Score: 0.10646974731664603
14536,rage                                               Score: 0.10644112850747955
14537,jlil                                               Score: 0.10643771469304858
14538,bestelen                                           Score: 0.10641930456886535
14539,mmam                                               Score: 0.1064130370129886
14540,vgl                                                Score: 0.10638960948355601
14541,duik                                               Score: 0.10638669353255314
14542,beschrijving                                       Score: 0.10637594198998254
14543,vervolgd                                           Score: 0.10637117276953931
14544,key                                                Score: 0.10635986840442835
14545,oldenzaalsestraat                                  Score: 0.10635925176381147
14546,stelwagen                                          Score: 0.10635502127774026
14547,fmj                                                Score: 0.10635452959002484
14548,dunantstraat                                       Score: 0.10635055362685088
14549,atw                                                Score: 0.10634575441281423
14550,transporters                                       Score: 0.10634042900918181
14551,stuurinrich                                        Score: 0.10633847169177893
14552,piii                                               Score: 0.10633006855799877
14553,motorvarianten                                     Score: 0.10630232422452168
14554,hrb                                                Score: 0.10629431347367066
14555,draaideuren                                        Score: 0.10629348955103819
14556,willems                                            Score: 0.10628759839897942
14557,wasser                                             Score: 0.10626397610976507
14558,centjes                                            Score: 0.10625901161134267
14559,wsmw                                               Score: 0.10624524344136213
14560,achterbumpers                                      Score: 0.10624158857598691
14561,puik                                               Score: 0.10623521421850973
14562,voordeelbon                                        Score: 0.10623065549198511
14563,isss                                               Score: 0.10622676875199952
14564,bdt                                                Score: 0.10618774703113423
14565,grootamsterdam                                     Score: 0.10613907963398064
14566,mrtreublaan                                        Score: 0.10613616022593665
14567,hamer                                              Score: 0.1061232033257538
14568,koninklijk                                         Score: 0.10610869454056338
14569,buitenstaan                                        Score: 0.10610133312462804
14570,rijpositie                                         Score: 0.10610095246903067
14571,zuideinde                                          Score: 0.10609905555365295
14572,rmr                                                Score: 0.1060643744315571
14573,ongeluk                                            Score: 0.10604982906528632
14574,ingevulde                                          Score: 0.10604560493741323
14575,beschermlagen                                      Score: 0.10603011578664746
14576,opvatting                                          Score: 0.10602989774028802
14577,scania                                             Score: 0.10601989473459372
14578,uitverkocht                                        Score: 0.10599663842845096
14579,bpb                                                Score: 0.10598112527726036
14580,specifiek                                          Score: 0.10596024692944422
14581,jeen                                               Score: 0.10595356421285972
14582,inruprijs                                          Score: 0.10593551587098657
14583,vrijdragende                                       Score: 0.10593121076037032
14584,dic                                                Score: 0.10592760018602465
14585,mwmt                                               Score: 0.10591582226427967
14586,uitstel                                            Score: 0.10591581837404557
14587,mifl                                               Score: 0.10589034229448838
14588,binnengekomen                                      Score: 0.1058851231711186
14589,antiblokkeersysteem                                Score: 0.10588165216851876
14590,badges                                             Score: 0.10586923999662638
14591,onvoorstelbare                                     Score: 0.1058670520772336
14592,verkoos                                            Score: 0.10583320754160588
14593,uitvoenng                                          Score: 0.10582134862435104
14594,handle                                             Score: 0.10580301318623318
14595,wetten                                             Score: 0.10578447275407607
14596,mnchen                                             Score: 0.10577913882473926
14597,slo                                                Score: 0.1057764096599171
14598,vliegende                                          Score: 0.10574733267752615
14599,welteverstaan                                      Score: 0.1056986510065635
14600,velg                                               Score: 0.1056985236433828
14601,ferd                                               Score: 0.10569469640126293
14602,velthoven                                          Score: 0.10567303876384945
14603,egberts                                            Score: 0.10566804952413085
14604,jsv                                                Score: 0.10566546445469563
14605,nbr                                                Score: 0.10566280886775876
14606,oro                                                Score: 0.10564991760630017
14607,siw                                                Score: 0.10561850364257784
14608,bijrijder                                          Score: 0.10559973241880127
14609,reisje                                             Score: 0.1055890877222884
14610,rijckenstraat                                      Score: 0.10558744789969288
14611,ner                                                Score: 0.1055871787260884
14612,verzameld                                          Score: 0.10558376490780257
14613,levensverzekering                                  Score: 0.10557763662758715
14614,jum                                                Score: 0.10557572398220472
14615,lfli                                               Score: 0.1055546696704768
14616,isfl                                               Score: 0.10555020138460071
14617,wennen                                             Score: 0.1055455413168433
14618,iwk                                                Score: 0.10553953481860046
14619,nipt                                               Score: 0.1055177451295439
14620,que                                                Score: 0.10551285112216896
14621,spartaans                                          Score: 0.10551183327518135
14622,aanwijzingen                                       Score: 0.1055019084846732
14623,weel                                               Score: 0.10548168147702414
14624,hoofden                                            Score: 0.10547902174818867
14625,verraden                                           Score: 0.10545199963861698
14626,achtereenvolgende                                  Score: 0.10543001967888449
14627,veertiendaagse                                     Score: 0.10542715454911025
14628,national                                           Score: 0.1054064122774575
14629,unuin                                              Score: 0.1053965000724166
14630,postbank                                           Score: 0.10539496595307793
14631,katalogusprijs                                     Score: 0.10539360975612068
14632,inlaatspruitstuk                                   Score: 0.10538977303634593
14633,mimmm                                              Score: 0.10535000239273065
14634,koppige                                            Score: 0.10531402921273014
14635,toppen                                             Score: 0.10530918466702849
14636,paz                                                Score: 0.1052960836808821
14637,pover                                              Score: 0.10527237452800432
14638,voorkeuze                                          Score: 0.10526861088715822
14639,ifii                                               Score: 0.10525692459967982
14640,beschaving                                         Score: 0.10524550922814183
14641,polis                                              Score: 0.10522419751056226
14642,lira                                               Score: 0.10522111977493326
14643,duktie                                             Score: 0.10519593624359543
14644,jewelste                                           Score: 0.1051661564438323
14645,msmm                                               Score: 0.1051311992846603
14646,mould                                              Score: 0.10512588880696415
14647,vervuild                                           Score: 0.10512505713028478
14648,uitneembaar                                        Score: 0.10511652983146873
14649,kentrop                                            Score: 0.10509656953689703
14650,gebaat                                             Score: 0.10506128182799512
14651,zti                                                Score: 0.105056232949705
14652,kledinghaakje                                      Score: 0.10505248695320406
14653,openslaande                                        Score: 0.10505008131127686
14654,cabriolets                                         Score: 0.10504018636782941
14655,achterpanelen                                      Score: 0.10502877723182723
14656,paraat                                             Score: 0.10500742577420373
14657,ssssi                                              Score: 0.10499405858930029
14658,oliedrukmeter                                      Score: 0.10498161295607564
14659,protection                                         Score: 0.10497032231249104
14660,tandheugelstuurinrichting                          Score: 0.10496143155598342
14661,bewaard                                            Score: 0.10495410869334638
14662,copyright                                          Score: 0.10494595821507606
14663,data                                               Score: 0.10492306529367697
14664,afh                                                Score: 0.10491667675171232
14665,interieurlucht                                     Score: 0.10491551157724428
14666,overdadig                                          Score: 0.10489905402767338
14667,geprogrammeerde                                    Score: 0.10487750756130701
14668,ernst                                              Score: 0.10487553792030035
14669,zondermeer                                         Score: 0.1048532943621005
14670,fjw                                                Score: 0.10481887610835387
14671,beroepen                                           Score: 0.10481379644835737
14672,stamt                                              Score: 0.10479987290061625
14673,kampioenschappen                                   Score: 0.10479542890882444
14674,benvloed                                           Score: 0.10476851227532577
14675,wti                                                Score: 0.10473787022961394
14676,jagen                                              Score: 0.10473651999692678
14677,dieselzuinigheid                                   Score: 0.1047275826850079
14678,onbenut                                            Score: 0.10472393204536783
14679,bovenste                                           Score: 0.10471525000449561
14680,omgoede                                            Score: 0.10471401493369217
14681,esl                                                Score: 0.1047066506881397
14682,werkdag                                            Score: 0.10470194349957603
14683,bwh                                                Score: 0.1047004744085202
14684,slis                                               Score: 0.10467816312402133
14685,ivx                                                Score: 0.10465977816684913
14686,uitklap                                            Score: 0.10465807670444896
14687,lenig                                              Score: 0.1046531262852454
14688,rondje                                             Score: 0.10463438667394483
14689,ongeduld                                           Score: 0.1046336185173039
14690,veeleiser                                          Score: 0.10462764144975284
14691,automodellen                                       Score: 0.10460685866601692
14692,uen                                                Score: 0.10460277218202088
14693,donkergrijs                                        Score: 0.10458220404229221
14694,taaistraat                                         Score: 0.10454045970829427
14695,investeert                                         Score: 0.1045367854525777
14696,wishbonewielophanging                              Score: 0.1045205959217316
14697,jubileumshow                                       Score: 0.10451969512347165
14698,kilom                                              Score: 0.10451135581814969
14699,schaatsen                                          Score: 0.10450776312843252
14700,leidsestraatweg                                    Score: 0.10450109869145638
14701,oogje                                              Score: 0.10449140820505681
14702,paniek                                             Score: 0.10447854118365295
14703,spuiten                                            Score: 0.10446471144523795
14704,wvm                                                Score: 0.10445989177851894
14705,bestuurt                                           Score: 0.10445174819648456
14706,hoogtepunten                                       Score: 0.10443655148628031
14707,klimmen                                            Score: 0.1044095731369119
14708,polysferisch                                       Score: 0.10440798062203188
14709,vormge                                             Score: 0.10440465864570889
14710,ombouw                                             Score: 0.10439705809558222
14711,wew                                                Score: 0.10439444607518633
14712,ged                                                Score: 0.10438120921900333
14713,illu                                               Score: 0.10435724540593279
14714,juicht                                             Score: 0.10435406789224543
14715,wmg                                                Score: 0.10434187766492756
14716,autogordel                                         Score: 0.10432254276278169
14717,aanschouwen                                        Score: 0.10430017281084888
14718,afhankelijke                                       Score: 0.10429730201566313
14719,dunne                                              Score: 0.10428461139993352
14720,doeltreffend                                       Score: 0.10427203111752163
14721,hoogvliet                                          Score: 0.10426005211926698
14722,ier                                                Score: 0.10424772219456806
14723,geheimen                                           Score: 0.10424454593775229
14724,asl                                                Score: 0.10423510301024239
14725,spanners                                           Score: 0.10422299283865002
14726,mlf                                                Score: 0.104214924091426
14727,vjs                                                Score: 0.10421044776626041
14728,pra                                                Score: 0.10419778074089979
14729,blerick                                            Score: 0.10416026441435747
14730,vervelend                                          Score: 0.10414507383628195
14731,jej                                                Score: 0.10412662204675693
14732,wolseley                                           Score: 0.10412651890373795
14733,kruisen                                            Score: 0.10412007119920234
14734,pryzen                                             Score: 0.10411553007525591
14735,verwachting                                        Score: 0.10409653947438322
14736,pletterijkade                                      Score: 0.10409116288753253
14737,sprt                                               Score: 0.10408046567706258
14738,dieu                                               Score: 0.10407650452404706
14739,yjk                                                Score: 0.10405315900706061
14740,opkijken                                           Score: 0.10403372172915233
14741,stadswagen                                         Score: 0.10402449864488492
14742,fsb                                                Score: 0.10401986871503471
14743,sssw                                               Score: 0.10401676400515068
14744,trekh                                              Score: 0.10397603509462983
14745,afmetin                                            Score: 0.10397093387339604
14746,phi                                                Score: 0.10396886260744247
14747,ruitomlijsting                                     Score: 0.10396073919393878
14748,mruilwaarde                                        Score: 0.10395364469086334
14749,misbruikte                                         Score: 0.10395154537452889
14750,voorbijgaan                                        Score: 0.10395080351499822
14751,eenauto                                            Score: 0.10394663750361596
14752,boulevard                                          Score: 0.10394483038748205
14753,ahh                                                Score: 0.10392852898017049
14754,saaie                                              Score: 0.10390718207978372
14755,stroef                                             Score: 0.1039000111786019
14756,frontje                                            Score: 0.10389980415916973
14757,tegenstrijdig                                      Score: 0.10389112045531275
14758,ciaal                                              Score: 0.10387742870277725
14759,wandel                                             Score: 0.10386072652403225
14760,ahf                                                Score: 0.10383989500172507
14761,rsr                                                Score: 0.10382390299255036
14762,aueen                                              Score: 0.10382322619424321
14763,calorische                                         Score: 0.10381856215321883
14764,onderen                                            Score: 0.10379298163025617
14765,aanspannen                                         Score: 0.10378520541648871
14766,vianen                                             Score: 0.10377512979906305
14767,mbk                                                Score: 0.10377400015291428
14768,aaaaaa                                             Score: 0.10377082047724229
14769,haasdal                                            Score: 0.10374364689437687
14770,reren                                              Score: 0.1037157487071424
14771,kt                                                 Score: 0.10370657758286847
14772,prijsgarantie                                      Score: 0.10368308524758724
14773,wfk                                                Score: 0.10367534091538141
14774,eker                                               Score: 0.10366799349754702
14775,emmeloord                                          Score: 0.10366231691669936
14776,schaft                                             Score: 0.10365199338921997
14777,installaties                                       Score: 0.10363878437075048
14778,demonstratiewagens                                 Score: 0.10363856329529697
14779,aaww                                               Score: 0.10363793169287541
14780,hoedeplank                                         Score: 0.10363294972863069
14781,cylin                                              Score: 0.10363123159953258
14782,vereren                                            Score: 0.10361676388150162
14783,paarde                                             Score: 0.10361371004593933
14784,mon                                                Score: 0.10357877253430461
14785,landweg                                            Score: 0.10357442660019339
14786,ruin                                               Score: 0.10354297379513154
14787,diplomas                                           Score: 0.10352999828535386
14788,aanvullende                                        Score: 0.10352535455072319
14789,doorzettingsvermogen                               Score: 0.10350658733834531
14790,resta                                              Score: 0.10350166768235118
14791,ontmoeten                                          Score: 0.10350103398430036
14792,motorversies                                       Score: 0.10348798403562934
14793,omgaande                                           Score: 0.1034778479384835
14794,blk                                                Score: 0.10347565848608373
14795,monorailbevestiging                                Score: 0.10346328560135047
14796,aalbers                                            Score: 0.1034586710248577
14797,dermate                                            Score: 0.1034523674384294
14798,scrabble                                           Score: 0.10344351990556243
14799,verbetert                                          Score: 0.10342360541871151
14800,vqi                                                Score: 0.10339003827209793
14801,dii                                                Score: 0.1033900212907527
14802,jfflj                                              Score: 0.10338791724429203
14803,tfii                                               Score: 0.10332676915889817
14804,fantasie                                           Score: 0.10332247474111927
